,published,summary,pred_summary
327,2024-04-23 16:30:16+08:00,"Despite US fears about an overcapacity in Chinese green teach, China’s market share of solar modules and electric vehicles is smaller than that of other competitors. “Cooperative competition” between manufacturers can help both countries synergize their green industry transitions.",negative
328,2024-04-23 17:00:31+08:00,"The country remains the US tech giant’s main manufacturing base, home to over a third of the factories run by its disclosed suppliers.",negative
329,2024-04-23 17:24:21+08:00,"German authorities accuse assistant to Maximilian Krah, the AfD’s top candidate in European elections, on suspicion of working for Chinese intelligence service.",negative
330,2024-04-23 18:00:21+08:00,A couple from China who were visiting an Indonesian tourist hotspot faced tragedy when the wife plummeted 75 metres to her death as the husband took her photo.,negative
331,2024-04-23 18:42:28+08:00,Global Talent Summit – Hong Kong will be held May 7-8 alongside CareerConnect Expo featuring almost 100 exhibitors.,positive
332,2024-04-23 18:54:56+08:00,The main rainbands moved to the southern coast a day after floods further north killed at least four people and displaced tens of thousands of residents,negative
333,2024-04-23 19:18:25+08:00,"HKU plans to offer joint programmes with overseas institutions and take in more non-local students at hub, the Post learns.",negative
334,2024-04-23 19:55:30+08:00,"Hong Kong has the potential to become an international innovation hub for hydrogen technologies, says Towngas’s Don Cheng.",negative
335,2024-04-23 20:00:13+08:00,"A US business lobby has issued a report asking for clear guidelines on what activity is acceptable under China’s new security laws, as well as other suggestions for improving investor confidence.",negative
336,2024-04-23 20:13:54+08:00,"Hong Kong offers plenty of wealth management and stock market opportunities despite headwinds and uncertain economic outlook in China, according to speakers at the Apec Business Advisory Council summit.",negative
337,2024-04-23 21:00:50+08:00,"Though trade ties have taken a hit in other areas, the EU’s agriculture commissioner says a stronger relationship between China and Europe can and should exist in food and farming products.",negative
338,2024-04-23 21:05:02+08:00,"Finance chief says property and stock markets still under pressure amid geopolitical tensions, urges investment in green development and digital economy to drive growth.",positive
339,2024-04-23 21:45:22+08:00,"Regina Ip, convenor of government’s key decision-making Executive Council, says current situation is ‘inflection point’ for city.",negative
340,2024-04-23 22:00:32+08:00,"Washington has ‘seriously harmed’ Chinese interests with moves to suppress the country’s economy and trade, foreign ministry official says.",negative
341,2024-04-23 23:37:46+08:00,Centre for Food Safety this month ordered four pre-packaged spice mix products from India to be recalled after it found the pesticide ethylene oxide in samples.,negative
342,2024-04-23 23:51:37+08:00,"Report on possible sanctions on Chinese banks draws sharp rebuttal from Foreign Ministry, as US Secretary of State Antony Blinken heads for talks with Chinese leaders.",negative
343,2024-04-23 23:54:34+08:00,State Department accused Beijing of continuing to ‘dismantle’ Hong Kong’s political freedoms and autonomy in violation of Sino-British Joint Declaration and Basic Law.,negative
344,2024-04-24 06:00:23+08:00,"As China works to sell itself as a viable destination for international firms to air their disputes through arbitration, more must be done for these efforts to meet with success, analysts and professionals say.",negative
345,2024-04-24 07:00:17+08:00,"China could face a third wave of corporate bond defaults, induced by high financing costs, slow economic growth and tighter government policies, S&amp;P analysts said. Local government financing vehicles may be the weakest link.",negative
346,2024-04-24 08:00:16+08:00,"Chinese-produced durian is set to be available to the public in July, with production from the tropical island of Hainan likely to reach 200 tonnes this year, although Thailand and Vietnam are set to remain the largest sources.",negative
347,2024-04-24 08:30:14+08:00,"Hong Kong Bird Watching Society, Greenpeace and the Conservancy Association say abandoned fish ponds in area earmarked for tech hub still have ecological value.",negative
348,2024-04-24 09:02:27+08:00,"Three-day suspension had disappointed some tourists, with several seeking refunds.",negative
349,2024-04-24 09:11:13+08:00,"A teenage girl from a wealthy family in China, who was visiting one of the country’s most revered locations, was disrespectful and offensive to tourism staff and ignored their pleas to behave.",negative
350,2024-04-24 09:34:49+08:00,Tesla launch of ‘new models’ by early 2025 in an advanced timeline would use its current platforms and production lines,negative
351,2024-04-24 12:25:30+08:00,"Net profit for the January-to-March period came in at HK$2.97 billion (US$380 million), or HK$2.35 per share, beating a consensus estimate of a 14 per cent decline and improving on the fourth quarter of 2023 by 14 per cent.",positive
352,2024-04-24 12:43:32+08:00,"Chinese farmers are keeping the fewest pigs for breeding since 2020, raising hopes of sustained profitability after years of losses. But the turnaround may not speak to the broader economy, analysts say.",positive
353,2024-04-24 14:00:14+08:00,A kind Rolls Royce salesman in China allowed a man of modest means to sit in his dream car and told him he one day would own one if he worked hard.,positive
354,2024-04-24 14:30:12+08:00,"Apple saw iPhone sales in China decline 19.1 per cent in the first quarter, while Huawei achieved sales growth of nearly 70 per cent, according to Counterpoint.",negative
355,2024-04-24 14:48:46+08:00,"In Jiangsu, workers who report clues could be rewarded with up to US$4,100, particularly if it leads to a criminal case involving national security.",negative
356,2024-04-24 14:57:02+08:00,First probe launched under international procurement instrument will look into access for European device manufacturers.,negative
357,2024-04-24 15:26:48+08:00,Major Japanese discount chain Don Don Donki replaces transparent plastic sushi boxes with cardboard ones in line with new rules on throwaway plastics.,negative
358,2024-04-24 15:30:21+08:00,"Complaints of Chinese overcapacity and dumping may be useful in justifying US, EU subsidies and trade barriers but China’s success is really due to its innovation and scale.",negative
359,2024-04-24 16:00:40+08:00,"RGE, a resources and manufacturing group with its headquarters in Singapore, is investing in conservation and ecosystem restoration as part of its commitment to develop clean, renewable and low-waste resources.",negative
360,2024-04-24 16:48:27+08:00,"Audit Commission says dental service quota has decreased from 40,322 in 2018-19 financial year to 20,337 in 2022-23.",negative
361,2024-04-24 17:30:20+08:00,"The German carmaker, which saw its market share shrink in China last year, said it plans to launch 30 new electric cars on the mainland by 2030 as it vies to keep up with the rapid pace of electrification in the world’s largest vehicle market.",negative
362,2024-04-24 17:30:28+08:00,"Launched in 2006, Baidu Baike gained popularity partly because access to Wikipedia was unreliable and eventually blocked in China.",negative
363,2024-04-24 17:45:09+08:00,"Treasury chief Christopher Hui says figure includes 82 family offices based on mainland, 27 in Europe and nine in Middle East.",negative
364,2024-04-24 17:45:41+08:00,Audit Commission says there has been a ‘lack of enthusiasm’ among schools for applying for academy membership for pupils.,negative
365,2024-04-24 18:00:23+08:00,"When police in China went to the home of a man who had been caught looking under doors in a women’s toilet, his enraged mother hit and kicked him until officers stopped her.",negative
366,2024-04-24 18:00:35+08:00,"Dong Yunhu, who was once responsible for spreading China’s official position on human rights, is accused of corruption stretching back to 1999.",negative
367,2024-04-24 19:59:45+08:00,Legislators also scrutinise costs run up by former leader Carrie Lam amid debate on passage of 2024-25 budget.,positive
368,2024-04-24 20:25:07+08:00,"Further discounts offered by carmakers in a price war in mainland China’s electric vehicle market could ensnare even the likes of top seller BYD, Goldman Sachs says.",negative
369,2024-04-24 20:33:56+08:00,Public spending watchdog criticises postal service for not including safeguarding national security clauses in contracts for stamp designs.,negative
370,2024-04-24 21:00:21+08:00,"Reports suggest US has discussed sanctions on some Chinese banks over their trade with Russia, but analysts say moves to remove China from the Swift interbank financial system could create a ‘huge problem’ for global trade.",negative
371,2024-04-24 21:00:34+08:00,Politburo member Chen Wenqing says Beijing supports Moscow’s national security efforts as he visits Russia a month after deadly concert hall attack.,negative
372,2024-04-24 21:30:18+08:00,"Charles Li, former head of the Hong Kong stock exchange, wants to bring its model of financing for a cut of daily revenue to Southeast Asia as early as the fourth quarter.",negative
373,2024-04-24 21:50:35+08:00,"A consortium of CK Infrastructure, CK Asset Holdings and Power Assets Holdings is acquiring the largest natural gas network company in Northern Ireland. The deal is expected to be completed by the end of April.",negative
374,2024-04-24 22:36:38+08:00,Forecaster says stormy weather is related to a trough of low pressure which will affect region persistently in the next few days.,negative
375,2024-04-24 23:00:14+08:00,"Trade, Ukraine among topics on the agenda, with Blinken expected to pressure China to urge its firms to stop supplying dual-use goods to Russia or face more punitive measures.",negative
376,2024-04-25 00:00:17+08:00,"Taiwan’s exports to the US in the first quarter beat shipments sent to mainland China, with analysts pointing to a ‘strategic plan’ by Washington to construct and lead a world supply chain and market order.",negative
377,2024-04-25 01:13:14+08:00,"Chew Shou Zi, chief executive of the popular app, says the platform will continue to operate as it challenges the new legislation in court.",negative
378,2024-04-25 05:25:53+08:00,"Moscow vetoed a resolution to prevent an orbital arms race, prompting the US to ask if Russia was hiding something.",negative
379,2024-04-25 05:44:18+08:00,"Xiaolei Wu, who was studying jazz at the Berklee College of Music, will be deported after serving his sentence in a US prison, a federal judge orders.",negative
380,2024-04-25 06:00:34+08:00,"The People’s Bank of China has indicated its approval for trading treasury bonds on the secondary market, signalling more robust action to boost liquidity and fuel growth is no longer out of the question.",negative
381,2024-04-25 07:00:16+08:00,The plan would next be submitted to the relevant ministries in each of the 21 member economies of Apec before appearing on the agenda of the Apec Leaders’ summit in Lima in the week of November 10.,negative
382,2024-04-25 07:30:24+08:00,"Police in northern China have detained five people for allegedly colluding to steal about 10,000 tonnes of corn amid Beijing’s increasing focus on food security.",positive
383,2024-04-25 08:00:23+08:00,"‘Private firms are obviously looking at the torch that is potentially coming for themselves,’ when it comes to declaring emissions goals, says Net Zero Tracker project leader",negative
384,2024-04-25 08:30:20+08:00,Technological and Higher Education Institute under Vocational Training Council is among four institutions to make known intention of becoming university of applied sciences.,negative
385,2024-04-25 08:38:32+08:00,"How explorers and conservationists protect our planet along Africa’s Zambezi River, on Canada’s Mount Logan, Swiss Alps’ glaciers, and plains of Chile and Argentina.",neutral
386,2024-04-25 09:02:14+08:00,A courageous young woman in China who was determined to overcome her late-stage colon cancer diagnosis made a bucket list and ticked off all but one item before passing away.,positive
387,2024-04-25 10:24:03+08:00,Treasury chief Christopher Hui seeks to clear up confusion over whether residents on UK citizenship pathway can withdraw pensions at meeting with visiting British minister.,negative
388,2024-04-25 10:28:32+08:00,"Once the most powerful figure in the crypto industry, Zhao stepped down as Binance’s chief last November, when he and the exchange admitted to evading anti-money-laundering requirements.",negative
389,2024-04-25 10:46:44+08:00,"House Speaker Mike Johnson said US President Joe Biden should take action, and suggested sending in the National Guard to ‘bring order’ to campuses rocked by pro-Palestinian protests.",negative
390,2024-04-25 11:29:28+08:00,"The felony indictments, which allege a conspiracy to award Arizona’s slate of electors to Donald Trump, are the latest effort by a state to hold accountable those who backed Trump’s false claim that he won the 2020 presidential vote.",negative
391,2024-04-25 11:30:13+08:00,"TSMC, a key supplier to Nvidia and Apple, says a new chip-manufacturing technology called ‘A16’ will enter production in the second half of 2026.",positive
392,2024-04-25 11:56:28+08:00,"The Golden Horizon Fund, which will target companies across the Gulf Cooperation Council countries and China, marks the first time that CIC has invested in the Middle East.",negative
393,2024-04-25 12:00:08+08:00,"Apple is still No 1 in China’s premium segment, which consists of handsets priced over US$600, but it is losing market share to Honor and Huawei, according to IDC.",negative
394,2024-04-25 12:00:28+08:00,"Young athletes learn time management and are more able to cope with adversities and challenges, resulting in better academic performances, says Todd Parham, of Hong Kong International School.",positive
395,2024-04-25 12:53:05+08:00,US President Joe Biden has signed a bill that could ban TikTok from US app stores. His campaign plans to stay on the app anyway to reach crucial younger voters.,negative
396,2024-04-25 13:00:35+08:00,Dramatic search for evidence of financial help from Beijing stuns businesses and competition lawyers in Europe.,negative
397,2024-04-25 14:00:11+08:00,"Filial piety has been at the core of China’s elderly care system for centuries, but as society rapidly changes, new avenues are being explored to help make sure the country’s elderly are taken care of in their twilight years.",negative
398,2024-04-25 14:00:20+08:00,"Sales at the South Korean firm, the world’s No 2 maker of memory, more than doubled in the March quarter, beating estimates.",negative
399,2024-04-25 14:06:06+08:00,Chinese Foreign Minister Wang Yi tells counterpart Peter Szijjarto in Beijing that Hungary is a ‘European country of unique influence’.,negative
400,2024-04-25 14:58:58+08:00,Joint call for public-private partnership to ease dental service shortage follows city’s auditor push for shake-up of appointment system at government clinics.,negative
401,2024-04-25 15:24:52+08:00,Lawmaker says authorities have only added to confusion by saying sushi can be served in plastic instead of cardboard for dine-in purposes.,negative
402,2024-04-25 15:52:11+08:00,"China is readying a revision of its law on money laundering, signalling a hardening of penalties for financial crimes and a desire to keep practices in line with international standards.",negative
403,2024-04-25 17:00:25+08:00,"Intellectual property protection infringements along with technology transfer, counterfeiting and other concerns cited.",negative
404,2024-04-25 18:00:34+08:00,"A Hollywood film which delves into issues regarding Chinese identity, specifically those involving the mainland, Hong Kong and Taiwan, has sparked widespread discussion on social media.",negative
405,2024-04-25 18:30:36+08:00,"Companies call for caterers to learn more about alternative tableware amid single-use plastics ban, using press conference to show quality of goods.",positive
406,2024-04-25 19:00:21+08:00,The carmaker hopes to lure high-end Chinese consumers amid an escalating price war among some of its top rivals.,negative
407,2024-04-25 19:26:50+08:00,"Weeks ahead of his inauguration, William Lai Ching-te says Beijing should ‘have confidence’ in talking to the island’s ‘elected legitimate’ government.",positive
408,2024-04-25 19:45:27+08:00,"The first 18 office units have been priced from HK$7.2 million to HK$22.7 million, or around HK$12,000 to HK$14,000 per square foot, NWD said in a statement on Thursday.",negative
409,2024-04-25 20:09:16+08:00,"Secretary of State raised concerns in meeting with Shanghai party chief Chen Jining, but also said direct engagement between the two sides is a ‘necessity’.",negative
410,2024-04-25 20:30:13+08:00,The focus is on retooling current approaches when what debt-burdened countries need is an economic re-engineering to produce more lucrative goods and innovative ways to pay down debt using commodities.,negative
411,2024-04-25 22:00:13+08:00,Mohamad Hasan takes a veiled swipe at US-Philippines military cooperation during a meeting with China’s foreign minister in Beijing.,negative
412,2024-04-25 22:57:57+08:00,"Fireworks display and shopping discounts to be on offer for May ‘golden week’ holiday, but some lawmakers appeal for more attention for less well-known areas of city.",negative
413,2024-04-25 23:00:15+08:00,"Since the pandemic, US East Coast ports have invested in expanded container terminals, adopted new technology for inventory management and made other upgrades.",negative
414,2024-04-26 00:00:22+08:00,"[The content of this article has been produced by our advertising partner.]  Professionals who work in the public sector or for organisations that have regular dealings with government bodies must be ready to handle situations which can be complex, unexpected, and unpredictable.    For this, they need a clear understanding of established rules and precedents, but also a wide frame of reference to help them devise effective solutions and address new challenges bound to arise in an ever-changing environment.  With that in mind, the master of public management (MPM) program offered by Hong Kong University of Science and Technology (HKUST) is specifically designed to provide the necessary skills and insights.    By drawing on case studies from around the world, it prepares students for senior roles, giving them the practical knowledge and breadth of perspectives to manage policy, operational and regulatory issues and find ways to achieve successful outcomes.  Nowadays, those issues can involve anything from the impact of climate change and rapid advances in technology to pandemics, sustainability, rising inequality, and the challenges posed by an ageing society.  The MPM therefore focuses on real-world problems, what organisations can or could do, where leaders have made great decisions or strategic errors, and why good communication about actions and intentions is so important.  “We look at how governments should evolve when things are constantly changing,” says Donald How Tian Low, professor of practice in the Division of Public Policy and founding director of the MPM. “There is a wide selection of material to draw from, but the handling of the Covid-19 pandemic in Hong Kong and China was a once in a lifetime opportunity to study a crisis as it unfolded. It provided a context and let us meet the mission we set for ourselves: showing students what it means for authorities to be flexible, adaptable and resilient.”    In doing this, the program puts particular emphasis on developing analytical…",none
415,2024-04-26 01:24:00+08:00,"Trip would be the long-time leader’s first abroad since his re-election, amid Western claims that China is propping up Russia’s war effort in Ukraine.",negative
416,2024-04-26 01:40:09+08:00,But American treasury secretary says the policy option is something Washington ‘would be prepared to use if necessary’.,negative
417,2024-04-26 01:54:52+08:00,"Resolution calls for freeing of Joseph John, as well as activist Andy Li and newspaper publisher Jimmy Lai, and condemns Hong Kong’s passage of domestic national security law.",negative
418,2024-04-26 01:58:35+08:00,"Such a delay would be significant because of the broad expectation that, should the ex-US president reclaim the White House, he would order the case dropped.",negative
419,2024-04-26 03:17:51+08:00,"The app’s algorithms are deemed too important to the Chinese parent company, making a sale to an American buyer highly unlikely.",negative
420,2024-04-26 04:04:22+08:00,The FCC has cited national security concerns in revoking or denying Chinese companies’ rights to provide US telecoms services.,negative
421,2024-04-26 05:30:18+08:00,"China’s campaign to improve the financial performance of listed SOEs comes as Japan’s stock market is benefiting from corporate governance reforms. However, China is not Japan. Beijing is battling a structural downturn, and corporate governance reforms alone are not going to turn sentiment around.",negative
422,2024-04-26 05:56:11+08:00,"The National Enquirer’s David Pecker says Trump’s lawyer pressed him to pay Stormy Daniels, but the publisher did not want to be involved with a porn star.",negative
423,2024-04-26 06:00:12+08:00,"China is reviewing amendments to laws governing statistics and accounting, with Beijing eager to clamp down on inflated or manipulated economic statistics and uphold rules in the world’s second-largest financial market.",negative
424,2024-04-26 08:00:29+08:00,"A new type of rapeseed engineered in China can improve upon yields by 50 per cent, increasing the domestic harvest of edible oil and lessening the country’s reliance on imports.",negative
425,2024-04-26 08:30:13+08:00,"Low vaccination rate may make it easier for dominating flu virus strain to shift, medical professors say.",negative
426,2024-04-26 09:00:16+08:00,Young adults in mainland China are increasingly rejecting traditional views of romance in favour of prioritising their own feelings in relationships – or dreaming about love instead of pursuing it.,negative
427,2024-04-26 09:30:11+08:00,"Hong Kong’s emerging debate on AI in education lags behind other parts of Asia despite a rich recent history of world-class pedagogical research. If we view AI through technological solutionism, we ignore the importance of localisation and potentially face both regional relegation and redundancy.",negative
428,2024-04-26 09:48:19+08:00,"Forecaster issues amber warning on Friday, signalling heavy rain exceeding 30mm an hour has fallen over Hong Kong.",negative
429,2024-04-26 10:42:50+08:00,Prices of second-hand homes have increased for the first time in almost a year as the recent removal of cooling measures gave a much-needed boost to the beleaguered property market.,negative
430,2024-04-26 11:03:56+08:00,"City authorities hit back at European Union’s lawmaking body after members also call for sanctions against Chief Executive John Lee, as well as other officials.",negative
431,2024-04-26 11:40:28+08:00,"Hollywood stars, including multiple actresses who have accused Harvey Weinstein of assault, reacted with shock and outrage after the former movie producer’s New York sex crimes conviction was overturned.",negative
432,2024-04-26 11:58:55+08:00,"International marques are mounting a spirited fightback, focusing on reliability and safety, and providing a mixed bag of petrol and electric cars for a new generations of local customers.",negative
433,2024-04-26 12:25:09+08:00,Purpose is to enlist China’s help in ending the companies’ activities that allegedly violate sanctions on supplying products with military applications to Moscow.,negative
434,2024-04-26 13:16:43+08:00,"China-US ties are more stable but still at risk if ‘red lines’ are crossed, China’s Foreign Minister Wang Yi said before US Secretary of State Antony Blinken met Chinese President Xi Jinping on Friday.",negative
435,2024-04-26 14:00:12+08:00,"A woman who had a relationship with a married man who died, used her frozen eggs fertilised by his sperm to give birth to a son so she could make an inheritance claim.",negative
436,2024-04-26 14:00:48+08:00,Overseas travellers from nine countries can make payments in Hong Kong using their mobile payment apps after Ant Group expanded its digital payment network via partnerships.,positive
437,2024-04-26 14:26:06+08:00,"City leader John Lee says two cities have reached consensus on 65 projects spanning 15 sectors, including innovation, technology and industrial development.",positive
438,2024-04-26 14:47:17+08:00,"Hongkongers under the age of 50 will be able to continue applying for five-year graduate visas, while all other candidates must be no more than 35 years old.",negative
439,2024-04-26 16:28:01+08:00,Team led by a group of Chinese researchers cloned a specific gene that is resistant to Asian soybean rust amid Beijing’s focus on food security and tech self-reliance.,negative
440,2024-04-26 17:14:26+08:00,Report comes after a major power shuffle in the Palestinian Authority aimed at ending the Israel-Gaza war.,negative
441,2024-04-26 17:41:26+08:00,"First phase of ban took effect on Monday, prohibiting polystyrene products, disposable plastic utensils for dine-in or takeaway meals.",negative
442,2024-04-26 18:00:17+08:00,Patricia Flor says the summons is ‘quite telling’ and Germany does not tolerate spying from any country.,negative
443,2024-04-26 18:07:05+08:00,The social media account of an online influencer in China has been taken down after videos she produced about the lost homework of a mainland student being found in a cafe toilet in Paris were exposed as fakes.,negative
444,2024-04-26 18:07:25+08:00,Halt to production of special trash bags for waste disposal scheme sparks call from city’s biggest party for yet another delay to the scheme’s introduction.,negative
445,2024-04-26 18:45:45+08:00,"Adriel Chan, 41, succeeds his father Ronnie Chan as chairman of Hang Lung Group, one of Hong Kong’s biggest commercial landlords.",negative
446,2024-04-26 19:30:19+08:00,"China’s yuan has lost more value against the US dollar as interest rate cuts have yet to materialise, leading exporters to find whatever alternative assets they can until exchange differentials subside.",negative
447,2024-04-26 19:30:41+08:00,"More inspections will be conducted in city’s tourist attractions, control points, restaurants and shops during mainland China holiday from May 1 to 5, authorities say.",positive
448,2024-04-26 19:42:44+08:00,Transport and Logistics Bureau submits revised funding request over Trunk Road T4 to the legislature’s Finance Committee.,negative
449,2024-04-26 19:46:18+08:00,Red tides are areas of seawater discoloured by large concentrations of microorganisms that may deplete levels of dissolved oxygen.,negative
450,2024-04-26 20:00:29+08:00,The short video format enables TikTok’s algorithm to become much more dynamic and even capable of even tracking changes in users’ preferences and interests across time.,negative
451,2024-04-26 20:30:14+08:00,"China’s subsidies have been more effective than in most parts of the world because they are an intrinsic part of a distinct economic model. Rather than targeting China, the US and Europe should examine the effectiveness of their own economic strategies.",negative
452,2024-04-26 22:36:47+08:00,Warning over effect on Hong Kong as yen hits 34-year low of 156.82 against US dollar after Bank of Japan held interest rates close to zero.,negative
453,2024-04-26 23:00:09+08:00,"Observers say Ukraine will be high on the agenda when Chinese President Xi Jinping travels to France, Serbia and Hungary next month, while the West will be watching Russian leader Vladimir Putin’s visit to China for signs Beijing is supporting Moscow’s war efforts.",negative
454,2024-04-26 23:16:53+08:00,Diana Mondino’s trip has triggered speculation that she is looking to extend a currency swap with Beijing as the risk of a 10th sovereign debt default looms.,negative
455,2024-04-26 23:28:22+08:00,"CY Leung identifies trade and shipping services as areas for city, in pursuing second- or third-tier mainland Chinese companies to set up offices.",negative
456,2024-04-26 23:37:15+08:00,"‘Our interaction is important for strategic stability on the planet,’ Dong Jun says after meeting with Sergey Shoigu; both chiefs back continued military cooperation.",negative
457,2024-04-26 23:44:55+08:00,"If the event is approved, it will be the fifth straight year since 2019 that a police-authorised candlelight vigil has not been held in Causeway Bay park.",positive
458,2024-04-27 01:08:40+08:00,"Along with the US mega star’s Midnights, the US Secretary of State also picked up a record by Chinese rocker Dou Wei.",negative
459,2024-04-27 03:08:49+08:00,The comments come a day after witness David Pecker testified that Trump never mentioned worrying what his wife thought about his alleged affairs.,negative
460,2024-04-27 06:00:45+08:00,"Air China will start to add international flights from Sunday, while bookings ahead of May Day holiday have surged, but flights to US are having a sluggish recovery.",negative
461,2024-04-27 06:00:50+08:00,"AeroHT, an affiliate of Chinese electric vehicle maker Xpeng, has started the countdown for the commercialisation of its flying car and plans to start taking pre-orders in the fourth quarter of this year.",negative
462,2024-04-27 07:00:13+08:00,"TikTok is in the cross hairs of authorities in the US, where new legislation threatens a nationwide ban unless its China-based parent ByteDance divests.",negative
463,2024-04-27 07:30:14+08:00,The US president’s team had previously been non-committal about his willingness to take part in the election tradition against his White House challenger.,negative
464,2024-04-27 08:30:10+08:00,"Agriculture and fisheries blueprint outlines ambitious plans, but farming still viewed as a sunset industry.",negative
465,2024-04-27 09:00:27+08:00,"A belief in divine intervention is as old as China itself, here, the Post explains some of the supernatural rituals still practised today.",negative
466,2024-04-27 09:00:34+08:00,"The city’s focus on China-made graphics processing units shows how mainland authorities are scrambling to build up computing resources, despite US export restrictions on advanced chips.",negative
467,2024-04-27 09:15:15+08:00,"Hong Kong’s growing disparity with Shanghai, Shenzhen and Singapore is cause for concern. The city must adapt and learn to take risks again to maximise its ‘two systems’ advantages.",negative
468,2024-04-27 11:00:22+08:00,"Chinese local government entities have carried the mantle of cornerstone investors in first-time stock offerings in Hong Kong in the past two years as foreign investors shun deals. Their outsize role could work against the city’s capital market, market experts say.",negative
469,2024-04-27 11:45:34+08:00,"A local indigenous tribe, which named the orca Brave Little Hunter, said she swam past the area where her mother had died.",none
470,2024-04-27 12:00:20+08:00,"Screening may help to identify patients with condition that may not necessarily present symptoms, professor says.",negative
471,2024-04-27 13:02:29+08:00,"Calling Beijing’s claim ‘propaganda’, Defence Secretary Teodoro said Manila would never enter into any pact that would compromise its claims in the waterway.",negative
472,2024-04-27 13:39:52+08:00,"Environmental chief Tse Chin-wan says policy’s main purpose to educate public on waste reduction, following confusion over rules for pre-packaged supermarket sushi.",negative
473,2024-04-27 14:00:11+08:00,"A woman in China who was upset after a drunken argument with her family, stormed out with her pet dog in tow, which later lead police to where she was attempting suicide.",negative
474,2024-04-27 14:00:22+08:00,"Lightning has killed 360 people in the last five years in Nepal, the third-highest number of fatalities after landslides and fires.",negative
475,2024-04-27 14:30:12+08:00,The announcement comes close on the heels of US secretary of state’s meeting with Chinese president.,negative
476,2024-04-27 17:00:53+08:00,This was the smallest batch of video games approved so far this year by regulator the National Press and Publication Administration.,positive
477,2024-04-27 17:46:05+08:00,"Amber Aviation vice-president Vicky Tsui says private plane co-ownership scheme will launch in June, allowing fliers to avoid extra costs and paperwork of sole ownership.",negative
478,2024-04-27 18:00:14+08:00,"Videos of actors like Aamir Khan criticising Prime Minister Narendra Modi have dominated social media, muddying the political debate and influencing voter decisions.",negative
479,2024-04-27 18:00:20+08:00,China is demanding more and better research to unearth the technology of tomorrow – but a research culture based around titles and participation in certain programmes is limiting the potential of its scientists.,positive
480,2024-04-27 18:00:23+08:00,"A team of scientists discovered microplastics at an archaeology site in York, which potentially have major consequences.",negative
481,2024-04-27 18:18:20+08:00,Transport Department has allocated an additional 40 per cent quota for cross-border bus operators to increase service frequencies over the May 1-5 holiday.,negative
482,2024-04-27 19:00:16+08:00,"Xinhua has called for an end to ‘outdated practices’ amid complaints about some pandemic-era movement controls still in place in Beijing, such as for subway travel, and hospital and campus visits.",positive
483,2024-04-27 19:24:58+08:00,"All 260 flats on offer at Onmantin were already on Saturday after the project received 7,500 orders from prospective buyers.",negative
484,2024-04-27 19:30:18+08:00,"Hong Kong Business Aviation Centre offering seamless transfer service for passengers between commercial flights and private jets, with chairman hailing positive roll-out.",positive
485,2024-04-27 21:30:26+08:00,Agreement on inter-theatre cooperation and dialogue mechanism with PLA comes as France joins US-Philippine drills in contested South China Sea waters.,negative
486,2024-04-27 22:17:37+08:00,"Workers cut down three-storey-tall barren weeping fig at the junction of Luard Road and Johnston Road, after efforts to save the tree failed.",negative
487,2024-04-27 22:46:49+08:00,Financial Secretary Paul Chan says Hong Kong may face a higher interest rate environment for longer.,negative
488,2024-04-28 03:03:56+08:00,The former film mogul’s lawyer says his client is a ‘train wreck health wise’ and is undergoing a battery of tests.,negative
489,2024-04-28 05:30:11+08:00,"That Washington can count on its allies in case of a war over Taiwan is a best-case scenario – and more likely, wishful thinking. For Washington, the biggest strategic ambiguity is whether a stronger China will become more confident about peaceful reunification or more impatient and resort to force.",negative
490,2024-04-28 06:00:28+08:00,"Travellers from the province will first be able to visit Matsu and then the main island of Taiwan, once direct sea services resume, official says.",negative
491,2024-04-28 08:00:11+08:00,"China’s automotive sector braces for an escalating price war, and the intensified scramble for market share could hasten the closure of unprofitable laggards.",negative
492,2024-04-28 08:00:15+08:00,"Blockchain made up about 15 per cent of the talks at Money20/20 Asia this year, just slightly below the proportion of talks on AI, as interest remains high in Asia.",negative
493,2024-04-28 08:00:18+08:00,"Ministry of Education to launch thorough investigation of all primary and secondary schools to detect risks of ‘student bullying’, with upgraded monitoringing of psychological well-being also in the works.",negative
494,2024-04-28 09:00:09+08:00,"A cat who survived a burning flat after setting it alight in a freak accident, causing US$14,000 worth of damage, has attracted 8 million views online after its owner made the feline appear on social media as “compensation”.",negative
495,2024-04-28 09:00:16+08:00,Post tests several types of non-plastic utensils with popular takeaway foods to see which work best.,negative
496,2024-04-28 09:30:10+08:00,"There’s more to the pair’s recent showdown than just a cutting verbal exchange, analysts say. And it’s not just next year’s midterm polls at stake.",negative
497,2024-04-28 10:27:13+08:00,"SIA was ordered by an authority in India to pay a couple more than US$2,560 after their business class seats failed to recline electronically.",negative
498,2024-04-28 11:30:18+08:00,"Rising demand for data centres is unlikely to provide relief for Hong Kong landlords and asset owners looking to convert their empty office spaces into industrial property, US asset manager PGIM Real Estate says.",negative
499,2024-04-28 12:00:20+08:00,Minister Christine Choi dismisses suggestion parents did not want to send children to local schools because of the increasing emphasis on national education.,negative
500,2024-04-28 12:11:17+08:00,"Prime Minister Anwar Ibrahim has denied a report of such a plan, saying “those who raised the issue of a casino licence lied”.",negative
501,2024-04-28 13:04:06+08:00,"Finance chief Paul Chan vows to pursue new opportunities for economic growth, with local spending set for boost through mega events in coming months.",positive
